customer_id,name,city,age,gender
1,Customer_1,JAIPUR,57,Male
2,Customer_2,CHENNAI,24,Male
3,Customer_3,BANGALORE,49,Male
4,Customer_4,JAIPUR,36,Male
5,Customer_5,KOLKATA,23,Male
6,Customer_6,AHMEDABAD,37,Female
7,Customer_7,BANGALORE,44,Female
8,Customer_8,BANGALORE,60,Male
9,Customer_9,JAIPUR,54,Female
10,Customer_10,MUMBAI,24,Female
11,Customer_11,KOLKATA,22,Male
12,Customer_12,JAIPUR,28,Male
13,Customer_13,KOLKATA,32,Male
14,Customer_14,KOLKATA,20,Female
15,Customer_15,AHMEDABAD,22,Male
16,Customer_16,BANGALORE,40,Female
17,Customer_17,CHENNAI,54,Female
18,Customer_18,AHMEDABAD,26,Female
19,Customer_19,AHMEDABAD,32,Female
20,Customer_20,KOLKATA,20,Male
21,Customer_21,HYDERABAD,46,Female
22,Customer_22,BANGALORE,23,Male
23,Customer_23,MUMBAI,34,Female
24,Customer_24,AHMEDABAD,43,Male
25,Customer_25,CHENNAI,38,Male
26,Customer_26,HYDERABAD,25,Male
27,Customer_27,HYDERABAD,38,Female
28,Customer_28,MUMBAI,28,Female
29,Customer_29,AHMEDABAD,55,Female
30,Customer_30,CHENNAI,25,Male
31,Customer_31,BANGALORE,59,Female
32,Customer_32,DELHI,41,Female
33,Customer_33,CHENNAI,52,Female
34,Customer_34,MUMBAI,31,Male
35,Customer_35,HYDERABAD,31,Female
36,Customer_36,BANGALORE,27,Female
37,Customer_37,CHENNAI,29,Male
38,Customer_38,DELHI,55,Male
39,Customer_39,DELHI,61,Male
40,Customer_40,KOLKATA,63,Male
41,Customer_41,KOLKATA,51,Male
42,Customer_42,JAIPUR,58,Male
43,Customer_43,MUMBAI,27,Female
44,Customer_44,AHMEDABAD,34,Female
45,Customer_45,CHENNAI,34,Male
46,Customer_46,CHENNAI,20,Female
47,Customer_47,AHMEDABAD,48,Male
48,Customer_48,JAIPUR,40,Female
49,Customer_49,HYDERABAD,29,Male
50,Customer_50,HYDERABAD,56,Male
51,Customer_51,JAIPUR,21,Female
52,Customer_52,HYDERABAD,59,Female
53,Customer_53,KOLKATA,30,Female
54,Customer_54,UNKNOWN,51,Female
55,Customer_55,JAIPUR,59,Female
56,Customer_56,CHENNAI,38,Female
57,Customer_57,AHMEDABAD,39,Female
58,Customer_58,DELHI,21,Female
59,Customer_59,KOLKATA,35,Male
60,Customer_60,BANGALORE,22,Female
61,Customer_61,KOLKATA,36,Female
62,Customer_62,JAIPUR,40,Male
63,Customer_63,BANGALORE,29,Male
64,Customer_64,DELHI,34,Male
65,Customer_65,JAIPUR,40,Male
66,Customer_66,MUMBAI,51,Female
67,Customer_67,CHENNAI,23,Female
68,Customer_68,DELHI,25,Male
69,Customer_69,CHENNAI,28,Male
70,Customer_70,HYDERABAD,29,Female
71,Customer_71,MUMBAI,26,Female
72,Customer_72,MUMBAI,19,Female
73,Customer_73,DELHI,25,Female
74,Customer_74,MUMBAI,28,Male
75,Customer_75,BANGALORE,53,Female
76,Customer_76,UNKNOWN,27,Male
77,Customer_77,CHENNAI,38,Male
78,Customer_78,CHENNAI,37,Male
79,Customer_79,JAIPUR,25,Female
80,Customer_80,CHENNAI,53,Male
81,Customer_81,JAIPUR,46,Female
82,Customer_82,CHENNAI,59,Male
83,Customer_83,BANGALORE,29,Female
84,Customer_84,AHMEDABAD,31,Male
85,Customer_85,JAIPUR,38,Male
86,Customer_86,KOLKATA,39,Female
87,Customer_87,HYDERABAD,38,Female
88,Customer_88,DELHI,61,Male
89,Customer_89,CHENNAI,47,Male
90,Customer_90,MUMBAI,56,Female
91,Customer_91,AHMEDABAD,37,Male
92,Customer_92,CHENNAI,41,Female
93,Customer_93,MUMBAI,40,Female
94,Customer_94,UNKNOWN,24,Male
95,Customer_95,HYDERABAD,26,Female
96,Customer_96,HYDERABAD,18,Male
97,Customer_97,MUMBAI,40,Female
98,Customer_98,CHENNAI,55,Female
99,Customer_99,HYDERABAD,55,Male
100,Customer_100,BANGALORE,61,Female
101,Customer_101,JAIPUR,39,Male
102,Customer_102,MUMBAI,61,Female
103,Customer_103,MUMBAI,27,Female
104,Customer_104,CHENNAI,23,Female
105,Customer_105,MUMBAI,34,Female
106,Customer_106,MUMBAI,55,Male
107,Customer_107,HYDERABAD,41,Female
108,Customer_108,CHENNAI,27,Female
109,Customer_109,HYDERABAD,25,Female
110,Customer_110,JAIPUR,38,Male
111,Customer_111,AHMEDABAD,23,Male
112,Customer_112,JAIPUR,38,Male
113,Customer_113,AHMEDABAD,56,Male
114,Customer_114,HYDERABAD,40,Female
115,Customer_115,JAIPUR,50,Female
116,Customer_116,UNKNOWN,35,Female
117,Customer_117,DELHI,45,Male
118,Customer_118,HYDERABAD,49,Male
119,Customer_119,UNKNOWN,29,Female
120,Customer_120,BANGALORE,59,Female
121,Customer_121,AHMEDABAD,44,Female
122,Customer_122,BANGALORE,27,Male
123,Customer_123,MUMBAI,63,Female
124,Customer_124,JAIPUR,59,Female
125,Customer_125,BANGALORE,49,Male
126,Customer_126,AHMEDABAD,59,Male
127,Customer_127,MUMBAI,43,Female
128,Customer_128,DELHI,42,Male
129,Customer_129,CHENNAI,28,Female
130,Customer_130,CHENNAI,40,Female
131,Customer_131,CHENNAI,40,Female
132,Customer_132,BANGALORE,57,Female
133,Customer_133,DELHI,40,Male
134,Customer_134,BANGALORE,46,Male
135,Customer_135,JAIPUR,48,Male
136,Customer_136,BANGALORE,24,Female
137,Customer_137,UNKNOWN,57,Female
138,Customer_138,DELHI,50,Female
139,Customer_139,JAIPUR,38,Male
140,Customer_140,UNKNOWN,19,Male
141,Customer_141,AHMEDABAD,35,Female
142,Customer_142,UNKNOWN,64,Male
143,Customer_143,CHENNAI,50,Male
144,Customer_144,AHMEDABAD,54,Male
145,Customer_145,AHMEDABAD,51,Male
146,Customer_146,JAIPUR,37,Female
147,Customer_147,KOLKATA,52,Male
148,Customer_148,KOLKATA,35,Female
149,Customer_149,DELHI,63,Male
150,Customer_150,AHMEDABAD,41,Female
151,Customer_151,KOLKATA,25,Female
152,Customer_152,KOLKATA,47,Male
153,Customer_153,DELHI,61,Female
154,Customer_154,KOLKATA,27,Female
155,Customer_155,BANGALORE,40,Male
156,Customer_156,MUMBAI,28,Female
157,Customer_157,JAIPUR,19,Male
158,Customer_158,MUMBAI,43,Female
159,Customer_159,DELHI,53,Male
160,Customer_160,CHENNAI,50,Male
161,Customer_161,JAIPUR,64,Male
162,Customer_162,DELHI,30,Male
163,Customer_163,AHMEDABAD,57,Male
164,Customer_164,UNKNOWN,42,Female
165,Customer_165,MUMBAI,21,Female
166,Customer_166,DELHI,40,Male
167,Customer_167,AHMEDABAD,36,Female
168,Customer_168,JAIPUR,35,Female
169,Customer_169,JAIPUR,54,Female
170,Customer_170,HYDERABAD,47,Male
171,Customer_171,AHMEDABAD,36,Male
172,Customer_172,BANGALORE,40,Female
173,Customer_173,KOLKATA,33,Male
174,Customer_174,CHENNAI,18,Male
175,Customer_175,AHMEDABAD,29,Female
176,Customer_176,HYDERABAD,41,Male
177,Customer_177,KOLKATA,51,Male
178,Customer_178,KOLKATA,25,Male
179,Customer_179,DELHI,35,Male
180,Customer_180,KOLKATA,22,Male
181,Customer_181,BANGALORE,43,Female
182,Customer_182,JAIPUR,47,Male
183,Customer_183,HYDERABAD,30,Male
184,Customer_184,KOLKATA,36,Female
185,Customer_185,DELHI,46,Female
186,Customer_186,BANGALORE,20,Male
187,Customer_187,MUMBAI,43,Female
188,Customer_188,JAIPUR,57,Male
189,Customer_189,JAIPUR,29,Female
190,Customer_190,HYDERABAD,19,Male
191,Customer_191,JAIPUR,28,Female
192,Customer_192,KOLKATA,61,Male
193,Customer_193,DELHI,45,Female
194,Customer_194,UNKNOWN,35,Male
195,Customer_195,JAIPUR,30,Male
196,Customer_196,MUMBAI,54,Male
197,Customer_197,MUMBAI,39,Female
198,Customer_198,CHENNAI,29,Female
199,Customer_199,BANGALORE,19,Male
200,Customer_200,KOLKATA,54,Male
201,Customer_201,JAIPUR,24,Male
202,Customer_202,AHMEDABAD,43,Male
203,Customer_203,JAIPUR,43,Female
204,Customer_204,DELHI,41,Female
205,Customer_205,CHENNAI,29,Female
206,Customer_206,BANGALORE,33,Male
207,Customer_207,AHMEDABAD,40,Male
208,Customer_208,CHENNAI,57,Female
209,Customer_209,HYDERABAD,26,Female
210,Customer_210,BANGALORE,49,Female
211,Customer_211,JAIPUR,40,Female
212,Customer_212,JAIPUR,54,Male
213,Customer_213,BANGALORE,40,Male
214,Customer_214,JAIPUR,22,Male
215,Customer_215,KOLKATA,28,Female
216,Customer_216,BANGALORE,27,Male
217,Customer_217,CHENNAI,30,Female
218,Customer_218,BANGALORE,58,Female
219,Customer_219,UNKNOWN,63,Female
220,Customer_220,JAIPUR,32,Female
221,Customer_221,KOLKATA,59,Female
222,Customer_222,KOLKATA,24,Male
223,Customer_223,HYDERABAD,57,Male
224,Customer_224,UNKNOWN,45,Male
225,Customer_225,MUMBAI,49,Female
226,Customer_226,MUMBAI,40,Male
227,Customer_227,BANGALORE,32,Female
228,Customer_228,HYDERABAD,53,Male
229,Customer_229,DELHI,38,Female
230,Customer_230,BANGALORE,23,Female
231,Customer_231,HYDERABAD,18,Male
232,Customer_232,CHENNAI,21,Female
233,Customer_233,CHENNAI,28,Male
234,Customer_234,CHENNAI,61,Male
235,Customer_235,CHENNAI,43,Male
236,Customer_236,CHENNAI,54,Female
237,Customer_237,HYDERABAD,40,Female
238,Customer_238,HYDERABAD,46,Female
239,Customer_239,KOLKATA,38,Female
240,Customer_240,AHMEDABAD,62,Male
241,Customer_241,MUMBAI,62,Female
242,Customer_242,JAIPUR,44,Male
243,Customer_243,CHENNAI,56,Male
244,Customer_244,DELHI,57,Female
245,Customer_245,JAIPUR,30,Female
246,Customer_246,HYDERABAD,40,Male
247,Customer_247,DELHI,33,Female
248,Customer_248,DELHI,47,Male
249,Customer_249,DELHI,21,Female
250,Customer_250,KOLKATA,57,Female
251,Customer_251,HYDERABAD,33,Male
252,Customer_252,UNKNOWN,48,Male
253,Customer_253,CHENNAI,59,Male
254,Customer_254,BANGALORE,42,Female
255,Customer_255,DELHI,61,Female
256,Customer_256,KOLKATA,29,Female
257,Customer_257,JAIPUR,43,Male
258,Customer_258,HYDERABAD,54,Male
